id,title,genre,budget,revenue,production_companies,united_states,english,title_change,popularity,vote_average,vote_count,month,year,runtime,successful
829,The Incredibles,Animation,92000000,631442092,2,Yes,Yes,No,77.817571,7.4,5152,11,2004,115,1
830,Let's Go to Prison,Comedy,4000000,4630045,1,Yes,Yes,No,4.59841,5.5,69,11,2006,84,0
831,The Quiet,Drama,900000,381420,1,Yes,Yes,No,4.0971,6.1,73,9,2005,96,0
832,Save the Last Dance,Drama,13000000,91038276,2,Yes,Yes,No,9.969624,6.3,352,1,2001,112,1
833,United 93,Action,15000000,76286096,4,Yes,Yes,No,17.50138,6.9,367,4,2006,111,1
834,The Phantom of the Opera,Drama,70000000,154648887,4,Yes,Yes,No,18.927463,7,438,12,2004,143,1
835,Happy Feet,Animation,100000000,384335608,2,No,Yes,No,37.272385,5.9,1410,11,2006,108,1
836,Beyond Borders,Drama,35000000,0,5,Yes,Yes,No,6.523472,6.7,110,10,2003,127,0
837,School for Scoundrels,Drama,20000000,17807569,1,Yes,Yes,No,8.244324,5.6,111,9,2006,100,0
838,Forgetting Sarah Marshall,Drama,30000000,105173115,2,Yes,Yes,No,50.670253,6.4,1172,4,2008,111,1
839,The Princess Diaries,Comedy,37000000,165335153,3,Yes,Yes,No,40.176265,6.5,1023,8,2001,115,1
840,Collateral Damage,Action,85000000,78382433,4,Yes,Yes,No,18.827753,5.5,427,2,2002,108,0
841,Shallow Hal,Comedy,40000000,141069860,1,Yes,Yes,No,29.854773,5.7,731,11,2001,114,1
842,The Stepford Wives,Action,90000000,102000000,3,Yes,Yes,No,19.224754,5.4,334,6,2004,93,0
843,Sleepover,Comedy,0,0,0,Yes,Yes,No,5.842299,5.3,101,7,2004,89,0
844,Man of the Year,Drama,20000000,41237648,2,Yes,Yes,No,11.203335,5.8,129,10,2006,115,1
845,Rat Race,Comedy,48000000,85498534,3,Yes,Yes,No,18.60049,6,518,7,2001,112,0
846,The Producers,Comedy,45000000,38058335,2,Yes,Yes,No,6.803965,6.1,151,12,2005,134,0
847,Grandma's Boy,Comedy,0,6538177,2,Yes,Yes,No,9.974681,6.6,220,1,2006,94,1
848,Wrong Turn,Thriller,12600000,28650575,7,Yes,Yes,No,33.555764,6,635,5,2003,84,1
849,The Hoax,Drama,25000000,11772461,4,Yes,Yes,No,5.073536,6.4,60,10,2006,116,0
850,The Ant Bully,Animation,50000000,55181129,4,Yes,Yes,No,20.239061,5.5,366,7,2006,88,0
851,Barnyard,Animation,51000000,72779000,3,Yes,Yes,No,10.430832,5.3,225,8,2006,90,0
852,The World's Fastest Indian,Drama,25000000,0,8,Yes,Yes,No,8.450513,7.3,166,10,2005,127,0
853,The Skeleton Key,Drama,43000000,91974818,6,Yes,Yes,No,29.105407,6.4,573,7,2005,104,1
854,The Last Sin Eater,Drama,0,0,0,Yes,Yes,No,2.371477,6.2,11,2,2007,117,0
855,Glory Road,Drama,0,42647449,1,Yes,Yes,No,8.305085,7.2,144,1,2006,118,1
856,How to Lose a Guy in 10 Days,Comedy,50000000,177371441,1,Yes,Yes,No,23.854701,6.3,850,2,2003,116,1
857,Ultraviolet,Action,30000000,31070211,2,Yes,Yes,No,15.89534,4.8,458,3,2006,87,0
858,Domino,Action,50000000,22944502,5,Yes,Yes,No,18.394571,6,444,9,2005,127,0
859,Robots,Animation,75000000,260696994,2,Yes,Yes,No,29.558157,6,1333,3,2005,91,1
860,Analyze That,Comedy,60000000,55003135,6,Yes,Yes,No,21.08952,5.7,380,12,2002,96,0
861,Elektra,Action,43000000,56681566,8,Yes,Yes,No,28.613892,4.8,575,1,2005,97,0
862,Find Me Guilty,Action,13000000,2636637,1,Yes,Yes,No,12.321302,6.5,138,3,2006,125,0
863,Rescue Dawn,Drama,10000000,7177143,1,Yes,Yes,No,17.078656,6.9,336,9,2006,126,0
864,The Covenant,Action,20000000,37597471,1,Yes,Yes,No,15.804814,5.2,288,9,2006,97,0
865,Blades of Glory,Action,53000000,0,1,Yes,Yes,No,19.412028,5.9,569,3,2007,93,0
866,The Benchwarmers,Comedy,0,0,3,Yes,Yes,No,6.74556,5.2,242,4,2006,80,0
867,The Good Girl,Drama,8000000,16856124,3,Yes,Yes,No,9.799177,6.1,181,1,2002,93,1
868,Premonition,Drama,20000000,84146832,3,Yes,Yes,No,22.049787,5.8,381,2,2007,96,1
869,Deck the Halls,Comedy,0,47231070,4,Yes,Yes,No,5.952527,5.1,109,11,2006,93,1
870,Curious George,Animation,50000000,69834815,3,Yes,Yes,No,9.894346,6.2,106,2,2006,86,0
871,Stormbreaker,Action,40000000,23937870,3,Yes,Yes,No,16.282962,5.1,213,7,2006,93,0
872,Kicking & Screaming,Comedy,45000000,56070433,1,Yes,Yes,No,8.99269,5.6,176,5,2005,95,0
873,Chicken Little,Animation,150000000,314432665,2,Yes,Yes,No,47.973995,5.6,944,11,2005,81,1
874,Charlotte's Web,Comedy,85000000,144000000,2,Yes,Yes,No,14.132583,5.8,288,12,2006,97,0
875,Beerfest,Comedy,17500000,19179969,1,Yes,Yes,No,14.304444,5.8,172,8,2006,110,0
876,Antitrust,Action,30000000,18195610,4,Yes,Yes,No,8.359599,5.8,153,1,2001,108,0
877,Mean Machine,Drama,0,0,1,Yes,Yes,No,8.816995,6,157,12,2001,99,0
878,Arthur and the Invisibles,Animation,86000000,107944236,4,No,Yes,Yes,27.097932,6,639,12,2006,94,0
879,An American Haunting,Thriller,0,0,7,Yes,Yes,No,7.436315,5.3,142,5,2005,83,0
880,Cursed,Comedy,35000000,19294901,4,Yes,Yes,No,11.195593,5.1,167,2,2005,97,0
881,Ghosts of Mars,Action,28000000,14010832,3,Yes,Yes,No,13.145205,4.8,296,8,2001,98,0
882,The Pacifier,Action,56000000,113006880,2,Yes,Yes,No,35.4763,5.8,842,3,2005,95,1
883,My Sister's Keeper,Drama,30000000,95714875,3,Yes,Yes,No,24.09152,7.1,598,6,2009,109,1
884,Just My Luck,Drama,28000000,38159905,3,Yes,Yes,No,22.074306,5.8,491,5,2006,103,0
885,Unleashed,Action,45000000,50871113,7,Yes,Yes,No,25.999888,6.6,518,2,2005,103,0
886,Honey,Romance,18000000,62646763,3,Yes,Yes,No,18.492655,6,303,11,2003,94,1
887,Good Luck Chuck,Drama,25000000,59192128,2,Yes,Yes,No,21.729434,5.5,444,9,2007,101,1
888,High Heels and Low Lifes,Action,0,0,2,Yes,Yes,No,1.769593,6.4,12,7,2001,86,0
889,Miss Congeniality 2: Armed and Fabulous,Action,0,0,3,Yes,Yes,No,19.998581,5.3,425,3,2005,115,0
890,District B13,Action,12000000,9584131,3,No,No,Yes,17.493735,6.5,565,11,2004,84,0
891,Stealth,Action,135000000,76932943,5,Yes,Yes,No,17.88953,4.9,331,7,2005,121,0
892,Get Over It,Comedy,10000000,0,1,Yes,Yes,No,11.592129,5.5,75,3,2001,87,0
893,Dragonfly,Drama,60000000,52322400,6,Yes,Yes,No,8.927137,6.1,204,2,2002,104,0
894,When a Stranger Calls,Thriller,15000000,66966987,2,Yes,Yes,No,4.688212,5.4,268,2,2006,87,1
895,Spy Kids,Action,35000000,147934180,3,Yes,Yes,No,21.543389,5.5,867,3,2001,88,1
896,Get Rich or Die Tryin',Drama,40000000,46442528,3,Yes,Yes,No,12.885985,6.3,186,11,2005,117,0
897,The Amityville Horror,Drama,19000000,108047131,4,Yes,Yes,No,30.205943,6,588,4,2005,90,1
898,House of Wax,Horror,40000000,68766121,3,Yes,Yes,No,17.157738,5.5,677,4,2005,113,0
899,The Shaggy Dog,Comedy,50000000,61112916,3,Yes,Yes,No,4.280619,4.5,137,3,2006,98,0
900,Stay Alive,Thriller,9000000,27105095,4,Yes,Yes,No,4.34503,5.3,155,3,2006,100,1
901,Feast,Action,0,658573,3,Yes,Yes,No,8.825113,6.1,160,10,2005,95,1
902,The Brothers Solomon,Comedy,0,0,3,Yes,Yes,No,8.312153,4.9,46,9,2007,93,0
903,Date Movie,Comedy,20000000,48548426,3,Yes,Yes,No,10.098722,3.6,222,2,2006,83,1
904,Hot Rod,Action,0,14334401,1,Yes,Yes,No,6.309587,6.3,313,8,2007,88,1
905,Blood and Chocolate,Drama,0,0,5,Yes,Yes,No,12.295216,5.4,87,1,2007,98,0
906,A Sound of Thunder,Action,80000000,5989640,16,Yes,Yes,No,7.342892,4.8,111,5,2005,110,0
907,Reno 911!: Miami,Action,10000000,20342161,7,Yes,Yes,No,4.207456,5.6,72,2,2007,84,1
908,Cry_Wolf,Thriller,1000000,10047674,1,Yes,Yes,No,6.926926,5.6,126,9,2005,90,1
909,13 Going on 30,Comedy,37000000,96455697,3,Yes,Yes,No,41.569541,6.3,1204,4,2004,98,1
910,Saints and Soldiers,Action,780000,0,1,Yes,Yes,No,6.003418,6.6,98,9,2003,90,0
911,Stick It,Drama,0,0,3,Yes,Yes,No,9.750557,6.3,148,4,2006,105,0
912,Cypher,Thriller,7500000,0,2,Yes,Yes,No,11.636883,6.7,192,10,2002,95,0
913,Iron Man 2,Action,200000000,623933331,1,Yes,Yes,No,77.300194,6.6,6849,4,2010,124,1
914,Milk,Drama,20000000,54586584,1,Yes,Yes,No,30.909699,7.1,612,11,2008,128,1
915,The Chronicles of Narnia: The Voyage of the Dawn Treader,Fantasy,155000000,415686217,3,Yes,Yes,No,49.661984,6.2,1514,8,2010,113,1
916,Bad Santa,Drama,23000000,76488889,3,Yes,Yes,No,26.58873,6.5,656,11,2003,91,1
917,Dumb and Dumberer: When Harry Met Lloyd,Comedy,19000000,39267515,1,Yes,Yes,No,15.67747,4.1,210,6,2003,85,1
918,The Rundown,Action,85000000,80916492,6,Yes,Yes,No,24.107835,6.4,514,9,2003,104,0
919,Half Past Dead,Action,13000000,0,2,Yes,Yes,No,6.337063,4.6,82,11,2002,98,0
920,Frozen River,Drama,0,0,2,Yes,Yes,No,4.805651,6.7,99,8,2008,97,0
921,He's Just Not That Into You,Drama,40000000,177259441,3,Yes,Yes,No,26.253357,6.2,959,2,2009,129,1
922,The Midnight Meat Train,Drama,15000000,3533227,4,Yes,Yes,No,19.913961,6,290,8,2008,98,0
923,The Rocker,Comedy,15000000,8762890,1,Yes,Yes,No,13.832376,5.6,156,8,2008,102,0
924,Swing Vote,Drama,21000000,17600000,1,Yes,Yes,No,5.815881,5.8,65,8,2008,120,0
925,The Sisterhood of the Traveling Pants 2,Drama,27000000,44352417,0,Yes,Yes,No,11.870301,6,238,8,2008,117,0
926,Pineapple Express,Action,27000000,101624843,2,Yes,Yes,No,41.832392,6.6,1148,8,2008,111,1
927,How to Train Your Dragon,Animation,165000000,494878759,3,Yes,Yes,No,67.263269,7.5,4227,3,2010,98,1
928,Shrek Forever After,Animation,165000000,752600867,1,Yes,Yes,No,44.041186,6,1959,5,2010,93,1
929,Toy Story 3,Animation,200000000,1066969703,2,Yes,Yes,No,59.995418,7.6,4597,6,2010,103,1
930,Thor,Action,150000000,449326618,1,Yes,Yes,No,86.493424,6.6,6525,4,2011,115,1
931,The Last Airbender,Action,150000000,318502923,5,Yes,Yes,No,33.769336,4.7,1151,6,2010,103,1
932,Nine,Drama,80000000,53825515,2,Yes,Yes,No,9.357734,5.1,165,12,2009,112,0
933,The Princess and the Frog,Animation,105000000,267045765,2,Yes,Yes,No,62.479574,6.7,1247,12,2009,97,1
934,The Tale of Despereaux,Animation,60000000,50877145,1,Yes,Yes,No,16.493576,5.8,258,12,2008,93,0
935,The Day the Earth Stood Still,Drama,80000000,233093859,5,Yes,Yes,No,41.890722,5.2,1043,12,2008,104,1
936,Yes Man,Comedy,70000000,225990978,4,Yes,Yes,No,43.849351,6.4,1813,12,2008,104,1
937,Bedtime Stories,Comedy,80000000,212874442,3,Yes,Yes,No,23.531721,5.9,901,12,2008,99,1
938,Around the World in 80 Days,Action,110000000,72178895,7,Yes,Yes,No,22.643776,5.7,672,6,2004,120,0
939,Son of the Mask,Comedy,84000000,0,2,Yes,Yes,No,17.815595,3.6,338,2,2005,94,0
940,High Tension,Thriller,0,0,2,No,Yes,Yes,4.952983,6.6,271,6,2003,91,0
941,A Walk to Remember,Drama,11000000,41227069,4,Yes,Yes,No,33.283554,7.5,1018,1,2002,101,1
942,Dragon Wars: D-War,Action,70000000,53587404,2,No,Yes,Yes,4.822033,4,104,2,2007,90,0
943,Fido,Drama,8000000,426224,3,No,Yes,No,5.244518,6.6,135,9,2006,91,0
944,The Men Who Stare at Goats,Comedy,24000000,68729358,3,Yes,Yes,No,20.69219,5.9,742,10,2009,93,1
945,Fantastic Mr. Fox,Animation,40000000,46471023,4,Yes,Yes,No,41.258956,7.5,1176,10,2009,87,0
946,The Ides of March,Drama,12500000,75993061,5,Yes,Yes,No,20.317469,6.5,910,9,2011,101,1
947,Our Brand Is Crisis,Drama,28000000,7002261,2,Yes,Yes,No,12.921594,5.8,195,9,2015,108,0
948,The Ring Two,Drama,50000000,161451538,3,Yes,Yes,No,32.233713,5.4,632,3,2005,110,1
949,"Legally Blonde 2: Red, White & Blonde",Comedy,45000000,124914842,3,Yes,Yes,No,4.340616,5.1,377,7,2003,95,1
950,Freaky Friday,Comedy,26000000,110230332,3,Yes,Yes,No,24.345651,6,879,8,2003,97,1
951,Zack and Miri Make a Porno,Comedy,24000000,42105111,2,Yes,Yes,No,27.326466,6.1,721,9,2008,102,0
952,Two Lovers,Drama,12000000,3148182,3,Yes,Yes,No,8.290636,6.6,154,11,2008,110,0
953,D-Tox,Action,55000000,6416302,1,Yes,Yes,No,12.669778,5.3,123,1,2002,96,0
954,Lost Souls,Thriller,0,0,1,Yes,Yes,No,3.312385,4.5,38,10,2000,97,0
955,Supernova,Thriller,90000000,14828081,4,Yes,Yes,No,5.762037,4.9,109,1,2000,91,0
956,Hanging Up,Drama,40000000,36037909,4,Yes,No,No,3.415534,5,40,2,2000,94,0
957,Bless the Child,Drama,40000000,0,3,Yes,Yes,No,3.321949,4.9,71,8,2000,107,0
958,The Replacements,Comedy,0,0,1,Yes,Yes,No,14.837288,6.1,203,8,2000,118,0
959,What Planet Are You From?,Drama,60000000,0,1,Yes,Yes,No,2.275331,5.4,37,3,2000,105,0
960,The Death and Life of Bobby Z,Action,22000000,413454,2,Yes,Yes,No,12.893219,5.8,103,7,2007,97,0
961,Friday After Next,Comedy,20000000,33526835,1,Yes,Yes,No,7.499639,6,100,11,2002,85,0
962,War,Action,25000000,40452643,6,Yes,Yes,No,18.896239,6,414,8,2007,103,0
963,Get Carter,Action,63600000,19412993,4,Yes,Yes,No,4.494788,4.8,145,10,2000,102,0
964,28 Days,Drama,43000000,0,1,Yes,Yes,No,5.418921,6,208,4,2000,103,0
965,Next Friday,Comedy,11000000,59827328,1,Yes,Yes,No,9.337388,6.4,135,1,2000,98,1
966,Down to You,Drama,9000000,0,1,Yes,Yes,No,3.269459,4.9,70,1,2000,91,0
967,Hustle & Flow,Drama,8000000,23563727,1,Yes,Yes,No,6.39503,6.9,99,7,2005,116,1
968,Driven,Action,94000000,54744738,4,Yes,Yes,No,8.468586,4.5,179,4,2001,116,0
969,Nurse Betty,Comedy,24000000,0,3,Yes,Yes,No,3.572339,5.9,111,9,2000,108,0
970,102 Dalmatians,Comedy,85000000,183611771,2,Yes,Yes,No,9.895061,5.1,313,10,2000,100,1
971,Death Race,Action,45000000,73762516,6,Yes,Yes,No,42.57877,6,1175,8,2008,105,0
972,Nim's Island,Comedy,37000000,100076342,1,Yes,Yes,No,14.353279,5.6,330,4,2008,96,1
973,The Road to El Dorado,Animation,95000000,76432727,2,Yes,Yes,No,37.054554,7,858,3,2000,89,0
974,Bride Wars,Comedy,30000000,114663461,7,Yes,Yes,No,33.385429,5.9,856,1,2009,89,1
975,W.,Drama,25100000,29506464,3,Yes,Yes,No,10.445391,6.1,143,10,2008,131,0
976,Madagascar: Escape 2 Africa,Animation,150000000,603900354,1,Yes,Yes,No,44.141021,6.2,1810,10,2008,89,1
977,Sherlock Holmes,Action,90000000,524028679,5,Yes,Yes,No,57.834787,7,5766,12,2009,128,1
978,Ballistic: Ecks vs. Sever,Action,70000000,19924033,6,Yes,Yes,No,8.37378,4.3,97,9,2002,91,0
979,Shark Tale,Animation,75000000,367275019,3,Yes,Yes,No,47.094369,5.8,1557,9,2004,90,1
980,Frequency,Drama,31000000,68106245,1,Yes,Yes,No,19.258041,7,462,4,2000,118,1
981,Center Stage,Drama,18000000,17200925,1,Yes,Yes,No,6.961736,6.8,90,5,2000,115,0
982,Where the Heart Is,Drama,15000000,33771174,2,Yes,Yes,No,6.857923,6.9,155,4,2000,120,1
983,Dinosaur,Animation,127500000,354248063,2,Yes,Yes,No,26.548594,6.2,542,5,2000,82,1
984,Small Time Crooks,Action,0,0,1,Yes,Yes,No,11.423533,6.4,155,5,2000,94,0
985,Boys and Girls,Drama,16000000,20627372,1,Yes,Yes,No,9.119797,5.4,103,6,2000,94,0
986,Dracula 2000,Thriller,28000000,33000337,3,Yes,Yes,No,6.756771,4.6,148,12,2000,99,0
987,The Cat in the Hat,Comedy,0,0,3,Yes,Yes,No,18.251129,4.9,366,11,2003,82,0
988,After the Sunset,Action,60000000,61347797,3,Yes,Yes,No,14.113066,6,226,11,2004,97,0
989,We Were Soldiers,Action,75000000,114660784,3,Yes,Yes,No,19.708731,6.7,521,3,2002,138,0
990,The Girl Next Door,Comedy,25000000,30411183,4,Yes,Yes,No,39.784026,6.3,824,4,2004,108,0
991,Hart's War,Drama,70000000,32287044,4,Yes,Yes,No,14.244518,5.9,241,2,2002,125,0
992,The Medallion,Action,41000000,0,3,Yes,Yes,No,14.653718,5.3,281,8,2003,88,0
993,Barbershop,Drama,12000000,75781642,1,Yes,Yes,No,10.297189,6.2,137,4,2002,102,1
994,Pootie Tang,Action,0,0,0,Yes,Yes,No,3.115754,5.4,43,6,2001,81,0
995,Cradle 2 the Grave,Action,25000000,56489558,2,Yes,Yes,No,12.837116,5.8,236,2,2003,101,1
996,Mean Girls,Comedy,17000000,129042871,3,Yes,Yes,No,36.423717,6.9,2320,4,2004,97,1
997,Kangaroo Jack,Comedy,0,0,3,Yes,Yes,No,10.292864,4.3,203,1,2003,89,0
998,Veronica Guerin,Drama,17000000,1569918,2,Yes,Yes,No,9.583578,6.8,59,7,2003,98,0
999,The Hunted,Action,55000000,34234008,2,Yes,Yes,No,8.634954,6,189,3,2003,94,0
1000,Remember the Titans,Drama,30000000,136706683,4,Yes,Yes,No,25.996219,7.4,821,9,2000,113,1
1001,Autumn in New York,Drama,65000000,0,2,Yes,Yes,No,8.680334,5.7,135,8,2000,103,0
1002,Loser,Drama,0,0,1,Yes,Yes,No,5.214408,5,120,7,2000,98,0
1003,Tomcats,Comedy,11000000,23430766,2,Yes,Yes,No,7.063053,4.9,74,3,2001,95,1
1004,Pay It Forward,Drama,40000000,55707411,2,Yes,Yes,No,24.313684,7,432,10,2000,122,0
1005,You Don't Mess with the Zohan,Action,90000000,201596308,4,Yes,Yes,No,40.597344,5.5,1048,6,2008,113,1
1006,[REC]²,Thriller,5600000,18469680,1,No,No,No,22.341462,6.4,489,9,2009,85,1
1007,Bringing Down the House,Comedy,20000000,132675402,2,Yes,Yes,No,8.351385,5.4,183,3,2003,105,1
1008,WALL·E,Animation,180000000,521311860,3,Yes,Yes,No,66.390712,7.8,6296,6,2008,98,1
1009,The Watcher,Thriller,33000000,0,1,Yes,Yes,No,7.339908,4.9,110,9,2000,96,0
1010,Crazy/Beautiful,Drama,13000000,16929123,2,Yes,Yes,No,6.130096,6.6,96,6,2001,99,0
1011,Glitter,Drama,22000000,5271666,5,Yes,Yes,No,3.809131,3.4,38,9,2001,104,0
1012,The Squid and the Whale,Drama,1500000,11098131,3,Yes,Yes,No,13.788054,6.9,226,10,2005,81,1
1013,Daddy Day Care,Comedy,60000000,164433867,3,Yes,Yes,No,18.106021,5.6,506,5,2003,92,1
1014,Envy,Comedy,40000000,0,6,Yes,Yes,No,9.842771,4.8,139,4,2004,99,0
1015,Far from Heaven,Drama,13500000,29027914,1,Yes,Yes,No,9.982885,6.9,144,9,2002,107,1
1016,Looney Tunes: Back in Action,Animation,80000000,68514844,6,Yes,Yes,No,16.715631,5.6,297,11,2003,90,0
1017,Torque,Action,40000000,46546197,3,Yes,Yes,No,7.360793,4.7,119,1,2004,84,0
1018,Elf,Comedy,32000000,173398518,3,Yes,Yes,No,16.901954,6.4,987,10,2003,97,1
1019,Darkness Falls,Thriller,0,0,5,Yes,Yes,No,11.199544,4.9,161,1,2003,86,0
1020,The Alamo,Other,145000000,25819961,2,Yes,Yes,No,10.660441,5.8,106,4,2004,137,0
1021,What a Girl Wants,Comedy,0,0,6,Yes,Yes,No,7.057765,5.8,368,3,2003,105,0
1022,Anything Else,Comedy,0,0,4,No,Yes,No,8.945081,6.2,149,8,2003,108,0
1023,Birth,Drama,20000000,0,5,Yes,Yes,No,7.698075,5.9,179,9,2004,100,0
1024,Bobby,Drama,0,0,3,Yes,Yes,No,11.706309,6.4,119,9,2006,120,0
1025,Confidence,Action,0,0,3,Yes,Yes,No,9.87419,6.4,126,4,2003,97,0
1026,The Cooler,Drama,32000000,0,2,Yes,Yes,No,9.976428,6.7,89,1,2003,101,0
1027,St. Trinian's,Comedy,0,0,3,No,Yes,No,7.377587,5.6,142,12,2007,101,0
1028,The Haunted Mansion,Comedy,90000000,182290266,3,Yes,Yes,No,16.302378,5.2,466,11,2003,99,1
1029,Waitress,Comedy,2000000,22179430,1,Yes,Yes,No,9.67299,6.7,129,5,2007,108,1
1030,Sydney White,Comedy,16500000,13620075,3,Yes,Yes,No,10.74648,6,236,9,2007,108,0
1031,Made of Honor,Comedy,40000000,84601681,2,Yes,Yes,No,19.574774,6,394,5,2008,101,1
1032,Without a Paddle,Action,19000000,69631118,2,Yes,Yes,No,8.584398,5.3,214,8,2004,95,1
1033,Quantum of Solace,Action,200000000,586090727,1,Yes,Yes,No,107.928811,6.1,2965,10,2008,106,1
1034,The Tuxedo,Action,0,0,3,Yes,Yes,No,21.549232,5.3,483,9,2002,98,0
1035,Mrs Henderson Presents,Drama,0,0,0,No,Yes,No,2.894154,6.4,62,9,2005,103,0
1036,The Texas Chainsaw Massacre: The Beginning,Horror,16000000,0,5,Yes,Yes,No,21.380635,5.9,402,10,2006,91,0
1037,Basic,Action,50000000,42792561,2,Yes,Yes,No,19.226763,6.2,286,4,2003,98,0
1038,Lucky Numbers,Action,65000000,0,2,Yes,Yes,No,2.952595,4.9,52,10,2000,105,0
1039,The One,Action,49000000,72700000,4,Yes,Yes,No,21.746245,5.7,437,11,2001,87,0
1040,Dragon Hunters,Animation,15000000,0,1,No,No,Yes,8.884405,6.5,129,3,2008,80,0
1041,Dr. Dolittle 2,Comedy,70000000,176104344,3,Yes,Yes,No,13.543053,4.9,410,6,2001,87,1
1042,Savage Grace,Drama,4600000,0,4,Yes,Yes,No,3.531877,5.7,60,5,2007,97,0
1043,Heartbreakers,Comedy,35000000,0,2,Yes,Yes,No,13.932203,5.7,254,3,2001,123,0
1044,Out of the Blue,Drama,0,0,0,No,Yes,No,0.706355,5.9,18,10,2006,103,0
1045,Atlantis: The Lost Empire,Animation,120000000,186053725,2,Yes,Yes,No,51.548589,6.7,1224,6,2001,95,0
1046,Joy Ride,Drama,23000000,36642838,5,Yes,Yes,No,11.183197,6.3,325,10,2001,97,0
1047,Shadow of the Vampire,Drama,8000000,8279017,1,Yes,Yes,No,5.93923,6.6,148,5,2000,92,0
1048,Quills,Drama,13500000,7060876,5,Yes,Yes,No,7.261196,6.8,128,11,2000,124,0
1049,Exit Wounds,Action,50000000,79958599,3,Yes,No,No,12.601306,5.3,110,3,2001,101,0
1050,Saving Silverman,Comedy,22000000,19351569,3,Yes,Yes,No,12.887673,5.4,154,2,2001,90,0
1051,Shutter,Thriller,0,0,4,Yes,Yes,No,8.864368,5.3,180,3,2008,85,0
1052,May,Drama,500000,150277,2,Yes,Yes,No,8.650779,6.3,152,1,2002,93,0
1053,Dear Wendy,Drama,0,0,3,No,Yes,No,2.597665,5.6,33,1,2005,105,0
1054,All Hat,Action,0,0,1,Yes,Yes,No,0.137535,1,1,9,2007,89,0
1055,Agent Cody Banks,Action,28000000,58795814,5,Yes,Yes,No,11.859396,5,284,3,2003,102,1
1056,Willard,Horror,22000000,0,2,Yes,Yes,No,1.322528,5.8,82,3,2003,100,0
1057,The Flower of Evil,Drama,0,0,0,No,No,Yes,1.229667,5.7,10,2,2003,104,0
1058,Under the Tuscan Sun,Drama,0,0,4,Yes,Yes,No,12.309718,6.4,172,4,2003,113,0
1059,In the Cut,Thriller,12000000,23,2,Yes,Yes,No,10.536092,4.6,89,9,2003,119,0
1060,High School Musical,Drama,4200000,0,1,Yes,Yes,No,16.536374,6.1,1000,1,2006,98,0
1061,I Am Sam,Drama,22000000,92542418,1,Yes,Yes,No,26.071644,7.2,530,12,2001,132,1
1062,Ripley's Game,Thriller,30000000,0,3,Yes,Yes,No,2.981047,6.6,69,9,2002,110,0
1063,Joe Dirt,Drama,17700000,30987695,2,Yes,Yes,No,15.976335,5.5,242,4,2001,91,0
1064,Session 9,Horror,1500000,373967,3,Yes,Yes,No,11.064228,6.2,251,8,2001,100,0
1065,Nothing,Comedy,0,0,0,No,Yes,No,3.408955,5.8,38,9,2003,90,0
1066,Hoodwinked!,Animation,15000000,51053787,3,Yes,Yes,No,23.980329,5.9,479,12,2005,80,1
1067,Valentine,Thriller,0,0,3,Yes,Yes,No,5.904126,5,114,2,2001,96,0
1068,The New Guy,Comedy,13000000,0,3,Yes,Yes,No,13.525704,5.7,151,5,2002,88,0
1069,Pokémon: Spell of the Unknown,Animation,16000000,68411275,8,No,Yes,Yes,9.18885,5.9,137,7,2000,93,1
1070,Cats & Dogs,Comedy,60000000,93375151,6,Yes,Yes,No,18.735024,5,352,7,2001,87,0
1071,White Oleander,Drama,0,0,5,Yes,Yes,No,9.423866,7.2,108,10,2002,109,0
1072,Stuart Little 2,Animation,120000000,169956806,2,Yes,Yes,No,27.990284,5.4,613,7,2002,78,0
1073,Wonder Boys,Drama,35000000,0,8,Yes,Yes,No,9.011729,6.9,161,2,2000,111,0
1074,Cheaper by the Dozen,Comedy,40000000,190212113,2,Yes,Yes,No,26.516624,6,699,12,2003,98,1
1075,Secretary,Drama,4000000,9304609,2,Yes,Yes,No,19.107285,6.7,376,1,2002,104,1
1076,Narc,Action,6500000,12633747,3,Yes,Yes,No,8.526635,6.8,142,1,2002,105,0
1077,Thirteen,Drama,2000000,4601043,4,Yes,Yes,No,20.331593,6.7,339,8,2003,100,1
1078,Scooby-Doo 2: Monsters Unleashed,Comedy,0,181466833,2,Yes,Yes,No,22.644275,5.4,500,3,2004,93,1
1079,New York Minute,Comedy,0,0,3,Yes,Yes,No,10.0403,5.5,185,5,2004,91,0
1080,Exorcist: The Beginning,Thriller,80000000,78000586,2,Yes,Yes,No,15.761384,4.7,183,8,2004,114,0
1081,The Notebook,Drama,29000000,115603229,1,Yes,Yes,No,55.109138,7.7,3067,6,2004,123,1
1082,The Barbarian Invasions,Drama,8000000,3432342,9,No,Yes,Yes,3.03091,6.7,77,5,2003,99,0
1083,Darkness,Horror,0,0,4,Yes,Yes,No,6.340135,5.6,112,10,2002,102,0
1084,Godsend,Drama,25000000,30114487,4,Yes,Yes,No,12.10235,4.7,114,4,2004,102,0
1085,O,Drama,0,16017403,4,Yes,Yes,No,4.146752,5.8,75,8,2001,95,1
1086,The Majestic,Drama,72000000,37317558,4,Yes,Yes,No,11.215702,6.6,188,12,2001,152,0
1087,The Animal,Action,22000000,84772742,2,Yes,Yes,No,13.786075,4.6,304,6,2001,84,1
1088,Riding in Cars with Boys,Drama,48000000,35743308,1,Yes,Yes,No,7.226115,6.5,103,10,2001,132,0
1089,House of Sand and Fog,Drama,16500000,16942795,3,Yes,Yes,No,12.102725,7,199,12,2003,126,0
